loan_amnt,term,int_rate,grade,emp_length,home_ownership,annual_inc,dti,delinq_2yrs,revol_util,total_acc,purpose,age,default
16239, 36 months,22.31,D,6 years,RENT,43542,14.97,0,29.44,6,debt_consolidation,47,0
15289, 36 months,9.92,B,5 years,OWN,38611,23.04,0,98.0,15,debt_consolidation,43,0
11456, 36 months,7.55,A,3 years,RENT,69601,18.42,0,1.09,14,debt_consolidation,55,1
5841, 36 months,20.62,C,9 years,MORTGAGE,107076,16.85,0,6.39,11,debt_consolidation,60,1
21348, 60 months,10.13,B,4 years,MORTGAGE,81415,23.06,0,58.31,19,debt_consolidation,52,0
20261, 36 months,5.64,B,1 year,OWN,8000,16.25,0,49.79,15,debt_consolidation,57,0
1248, 36 months,21.5,B,4 years,MORTGAGE,84459,25.83,0,10.43,27,debt_consolidation,28,0
15127, 36 months,15.12,A,5 years,MORTGAGE,51737,16.46,0,89.47,5,credit_card,37,1
10452, 36 months,11.53,D,1 year,OWN,80281,15.74,0,67.44,10,debt_consolidation,33,1
6789, 36 months,5.23,A,8 years,RENT,60515,23.03,0,49.47,24,debt_consolidation,64,0
24903, 36 months,5.71,A,2 years,OWN,39186,11.41,0,54.37,17,major_purchase,30,0
18878, 36 months,20.85,A,1 year,RENT,62856,5.12,0,79.62,20,debt_consolidation,67,0
22548, 36 months,14.79,B,5 years,OWN,51756,15.03,0,9.81,5,debt_consolidation,52,1
25258, 36 months,7.99,A,1 year,RENT,74231,20.31,0,93.32,13,debt_consolidation,30,1
34381, 36 months,12.17,B,8 years,MORTGAGE,38420,23.33,0,11.26,16,debt_consolidation,42,1
28293, 36 months,8.31,A,< 1 year,OWN,31257,23.38,0,45.85,3,debt_consolidation,23,0
22092, 36 months,7.26,A,4 years,OWN,86962,14.38,0,24.76,24,home_improvement,34,0
30886, 60 months,10.53,E,< 1 year,RENT,98265,13.46,0,66.52,5,major_purchase,53,0
17235, 36 months,15.99,B,4 years,RENT,82402,9.67,0,83.98,42,debt_consolidation,23,0
34482, 36 months,9.2,A,10+ years,MORTGAGE,45537,17.25,0,61.67,4,debt_consolidation,49,0
26888, 36 months,11.87,C,7 years,OWN,42798,0.23,0,22.4,10,debt_consolidation,62,1
23130, 36 months,14.56,A,5 years,MORTGAGE,44525,15.2,0,77.94,24,credit_card,34,0
31713, 36 months,13.4,D,1 year,OWN,91712,40.65,0,94.27,4,home_improvement,23,0
18512, 36 months,7.57,A,3 years,RENT,40249,1.47,1,16.1,29,debt_consolidation,54,1
25503, 36 months,5.78,C,4 years,OWN,91521,16.41,0,25.35,18,home_improvement,41,1
10680, 36 months,5.71,F,6 years,MORTGAGE,84107,18.4,0,52.96,3,debt_consolidation,43,0
33749, 36 months,12.0,A,2 years,RENT,102132,19.56,0,73.98,28,credit_card,45,1
22194, 60 months,19.38,A,10+ years,OWN,96895,6.3,1,12.7,6,debt_consolidation,52,1
27588, 36 months,7.63,C,7 years,RENT,81280,19.64,0,5.07,28,debt_consolidation,45,1
16665, 60 months,20.74,G,3 years,RENT,20940,10.19,0,56.7,30,credit_card,37,1
30471, 36 months,19.31,B,1 year,RENT,83304,2.15,2,79.72,17,credit_card,28,1
3522, 60 months,5.08,D,6 years,OWN,68464,23.57,0,29.76,28,credit_card,74,1
4879, 60 months,5.53,A,4 years,MORTGAGE,53802,20.98,0,58.3,4,debt_consolidation,59,0
18241, 36 months,8.9,D,7 years,RENT,105867,6.3,1,80.35,39,debt_consolidation,56,0
25902, 60 months,6.12,B,6 years,MORTGAGE,60460,10.11,0,2.88,41,credit_card,33,1
28513, 60 months,15.63,C,7 years,MORTGAGE,49117,9.78,1,33.62,10,debt_consolidation,22,1
15963, 36 months,5.79,A,9 years,RENT,98722,0.21,1,30.32,24,small_business,54,0
23088, 36 months,21.05,C,5 years,RENT,52847,21.86,1,72.31,20,credit_card,69,0
19805, 36 months,14.86,A,7 years,RENT,47615,22.2,0,66.62,35,debt_consolidation,41,1
33691, 60 months,19.56,D,3 years,RENT,31185,12.01,0,82.68,12,debt_consolidation,27,1
23239, 36 months,20.01,D,10+ years,OTHER,40395,14.75,1,54.86,19,credit_card,49,0
15172, 60 months,15.14,E,4 years,MORTGAGE,42968,16.03,2,22.79,18,debt_consolidation,74,1
33973, 36 months,23.51,G,7 years,RENT,83631,17.2,1,43.31,37,debt_consolidation,45,1
4646, 60 months,24.8,C,10+ years,OWN,34428,2.87,2,39.61,24,debt_consolidation,39,1
34475, 36 months,12.18,D,3 years,RENT,9265,19.4,0,66.77,35,debt_consolidation,72,1
6236, 36 months,7.52,A,1 year,RENT,74097,4.42,0,95.39,6,home_improvement,33,0
10799, 36 months,12.26,F,2 years,RENT,45981,21.13,1,45.77,7,debt_consolidation,39,1
28929, 60 months,9.47,C,2 years,RENT,64512,5.42,0,63.88,42,home_improvement,34,0
25947, 60 months,15.62,B,< 1 year,RENT,103472,3.3,0,17.77,5,major_purchase,29,1
33992, 36 months,12.57,B,5 years,RENT,67146,14.75,0,57.44,31,home_improvement,68,1
26499, 36 months,14.61,D,3 years,RENT,110289,14.55,1,72.84,9,credit_card,40,1
22658, 36 months,20.26,E,1 year,OWN,62956,15.93,0,76.37,24,debt_consolidation,64,0
12780, 60 months,10.48,E,1 year,OWN,95209,6.97,1,97.36,37,debt_consolidation,47,0
1160, 36 months,15.75,C,3 years,RENT,48577,16.83,0,98.76,22,credit_card,60,1
5211, 36 months,11.7,B,4 years,OWN,68231,17.67,0,51.55,14,debt_consolidation,24,1
11124, 36 months,20.7,F,10+ years,RENT,37011,25.49,2,86.06,9,debt_consolidation,51,1
2392, 36 months,17.79,D,7 years,OTHER,40574,16.67,0,73.71,19,small_business,70,0
18278, 36 months,5.17,C,7 years,RENT,58260,9.61,0,52.46,42,credit_card,74,0
27429, 36 months,18.2,C,7 years,OWN,25144,2.88,0,3.01,27,debt_consolidation,31,1
33750, 60 months,8.4,C,8 years,RENT,69781,1.23,0,97.7,22,credit_card,62,0
17649, 36 months,19.49,D,3 years,RENT,55917,17.91,0,96.52,30,credit_card,71,1
30750, 36 months,16.35,C,1 year,OWN,72037,22.14,0,51.81,25,major_purchase,60,1
34508, 36 months,13.03,E,5 years,MORTGAGE,25604,6.99,1,34.44,20,credit_card,42,0
30234, 36 months,18.88,E,< 1 year,OTHER,86052,17.3,0,11.18,9,debt_consolidation,28,0
16809, 60 months,22.13,B,2 years,OWN,115928,13.43,1,5.51,21,credit_card,50,1
12058, 36 months,20.57,A,8 years,RENT,109596,21.46,0,80.34,14,credit_card,22,0
34249, 36 months,15.91,C,5 years,MORTGAGE,122117,22.79,0,40.94,16,debt_consolidation,57,0
9224, 36 months,19.45,C,7 years,RENT,66273,0.0,1,56.28,15,credit_card,43,1
14993, 36 months,13.28,C,5 years,OWN,54430,24.29,1,30.15,6,debt_consolidation,24,0
3517, 36 months,20.78,E,5 years,MORTGAGE,79628,17.27,0,61.4,24,small_business,59,0
27985, 36 months,21.58,A,3 years,RENT,57853,10.22,0,75.88,9,small_business,43,1
23094, 36 months,7.75,B,2 years,OWN,12787,10.47,1,89.29,20,debt_consolidation,48,1
3883, 36 months,9.76,E,2 years,RENT,89579,15.29,0,49.61,40,debt_consolidation,36,1
8545, 36 months,10.4,F,8 years,RENT,57968,10.47,0,30.02,38,debt_consolidation,44,1
19885, 36 months,8.32,B,10+ years,OTHER,20979,6.57,0,7.68,43,debt_consolidation,30,0
19374, 60 months,12.85,A,< 1 year,RENT,49752,8.63,0,85.4,9,debt_consolidation,31,1
28270, 36 months,8.86,B,5 years,RENT,58650,5.64,0,85.36,37,debt_consolidation,57,0
10047, 60 months,16.91,C,5 years,OWN,65355,27.12,0,35.34,37,debt_consolidation,65,0
32439, 36 months,7.03,C,6 years,RENT,65715,15.5,0,20.73,15,credit_card,29,1
16112, 36 months,10.4,B,2 years,RENT,106071,35.28,0,67.34,18,debt_consolidation,29,0
28967, 36 months,18.31,B,< 1 year,RENT,26344,18.34,1,75.67,10,debt_consolidation,52,1
9104, 36 months,12.97,D,2 years,OWN,60436,20.3,0,72.18,43,debt_consolidation,51,0
2257, 36 months,13.43,C,2 years,RENT,38631,5.45,0,7.13,24,debt_consolidation,42,1
2871, 36 months,20.96,D,< 1 year,MORTGAGE,102685,13.04,1,98.42,15,debt_consolidation,74,0
13671, 36 months,24.69,B,3 years,RENT,48156,15.65,0,54.45,6,home_improvement,73,1
33407, 36 months,16.3,B,7 years,MORTGAGE,54685,9.26,0,60.83,24,debt_consolidation,55,1
2655, 36 months,6.58,B,10+ years,RENT,96491,10.82,0,4.53,41,major_purchase,69,0
13545, 60 months,7.06,F,7 years,RENT,104743,18.78,1,1.18,19,debt_consolidation,45,1
4715, 60 months,24.37,B,1 year,MORTGAGE,109179,18.96,1,12.63,35,debt_consolidation,21,1
32673, 36 months,18.58,C,3 years,MORTGAGE,15707,2.97,0,39.1,17,home_improvement,26,0
23960, 60 months,20.05,C,3 years,RENT,79487,17.55,0,94.48,43,debt_consolidation,64,1
26931, 36 months,18.52,E,2 years,RENT,73104,19.98,0,72.8,29,debt_consolidation,27,0
25250, 36 months,8.59,B,10+ years,MORTGAGE,63463,9.69,1,99.92,38,debt_consolidation,30,0
23338, 36 months,13.97,B,7 years,RENT,66997,8.77,0,67.99,28,major_purchase,57,1
27306, 36 months,20.96,E,5 years,RENT,103573,18.97,0,9.98,20,debt_consolidation,46,0
1276, 36 months,22.33,A,4 years,OWN,96158,0.0,1,69.45,4,debt_consolidation,33,1
30425, 60 months,9.75,C,3 years,MORTGAGE,91907,15.02,0,64.13,16,major_purchase,64,1
26155, 36 months,16.92,B,4 years,OWN,71207,29.71,0,88.63,12,credit_card,59,0
26140, 60 months,8.14,G,6 years,OWN,133118,0.0,0,54.42,38,credit_card,36,0
14376, 60 months,24.17,D,10+ years,OTHER,52981,22.41,0,24.56,26,debt_consolidation,32,1
28229, 36 months,10.04,A,5 years,RENT,16521,19.9,0,73.27,27,credit_card,60,1
13981, 36 months,19.53,E,2 years,MORTGAGE,57043,2.06,0,75.34,43,debt_consolidation,33,1
2664, 60 months,9.62,D,10+ years,RENT,66732,19.68,0,51.42,39,debt_consolidation,34,1
31865, 60 months,17.32,C,3 years,MORTGAGE,104096,24.01,0,9.48,31,debt_consolidation,68,1
8974, 36 months,18.19,A,< 1 year,OWN,49671,4.41,0,41.38,16,major_purchase,68,1
4464, 36 months,11.57,A,5 years,RENT,79737,8.63,0,83.99,7,debt_consolidation,73,0
22144, 36 months,21.38,C,8 years,OWN,20683,15.23,0,30.36,25,debt_consolidation,44,0
8944, 36 months,22.71,B,2 years,MORTGAGE,97443,23.8,1,73.17,44,debt_consolidation,60,1
30176, 36 months,22.1,E,3 years,OWN,67050,10.13,0,25.35,22,credit_card,31,1
16087, 36 months,11.62,B,3 years,RENT,56583,14.62,2,32.87,44,credit_card,74,0
1153, 36 months,19.89,D,8 years,RENT,128950,9.02,0,33.7,10,debt_consolidation,23,1
33358, 36 months,16.19,A,10+ years,OWN,97097,15.22,0,13.55,5,debt_consolidation,67,1
18497, 36 months,16.85,D,9 years,OWN,33805,24.42,0,35.12,25,debt_consolidation,53,0
9941, 36 months,14.55,A,2 years,RENT,61718,15.95,1,72.36,18,debt_consolidation,71,0
24027, 36 months,17.01,B,9 years,RENT,147090,11.78,0,40.13,6,credit_card,57,0
19040, 36 months,7.71,A,3 years,MORTGAGE,124365,14.71,0,29.97,42,debt_consolidation,31,0
2006, 36 months,13.18,C,9 years,RENT,92689,7.79,0,70.07,18,debt_consolidation,57,0
26828, 36 months,8.55,B,10+ years,RENT,9589,6.05,0,51.55,13,debt_consolidation,61,0
14646, 36 months,10.6,D,7 years,RENT,104965,25.83,0,43.59,25,debt_consolidation,47,1
24793, 36 months,7.56,A,10+ years,OWN,45944,29.74,0,79.62,38,credit_card,52,1
31451, 36 months,9.25,C,1 year,OTHER,104706,0.0,2,38.19,9,credit_card,42,0
21760, 36 months,20.64,C,7 years,OWN,43320,20.24,0,54.43,18,credit_card,35,1
23834, 36 months,16.0,A,< 1 year,RENT,79665,22.73,1,3.18,34,debt_consolidation,54,1
9658, 36 months,5.47,A,7 years,MORTGAGE,45792,4.09,0,33.94,31,credit_card,48,1
9080, 36 months,20.77,B,3 years,RENT,54102,10.75,0,23.69,11,debt_consolidation,22,0
15110, 60 months,23.19,C,10+ years,OTHER,83666,9.81,0,88.57,4,debt_consolidation,61,1
29994, 36 months,22.61,G,5 years,RENT,25433,32.11,0,2.11,33,credit_card,33,0
18822, 36 months,21.46,A,8 years,MORTGAGE,136173,29.87,0,70.0,11,debt_consolidation,23,0
12833, 36 months,24.84,D,3 years,MORTGAGE,34183,6.71,0,75.62,4,debt_consolidation,34,1
27506, 36 months,16.73,D,< 1 year,MORTGAGE,32505,1.87,0,33.25,39,debt_consolidation,69,1
30013, 36 months,24.25,D,8 years,RENT,83754,21.96,0,25.71,31,credit_card,63,1
31686, 36 months,23.98,C,2 years,MORTGAGE,103758,19.9,0,16.48,22,debt_consolidation,43,0
11164, 36 months,11.26,G,7 years,MORTGAGE,55289,26.2,0,27.71,19,home_improvement,44,0
25127, 36 months,22.27,C,5 years,RENT,32856,5.47,1,91.39,39,debt_consolidation,44,1
21070, 36 months,20.85,E,10+ years,OWN,37329,21.51,0,4.33,36,debt_consolidation,23,1
16265, 36 months,20.52,B,3 years,OWN,34099,8.41,0,45.67,25,debt_consolidation,40,0
14495, 60 months,22.93,E,4 years,MORTGAGE,74245,20.61,0,26.44,26,credit_card,69,0
4894, 36 months,12.68,G,8 years,MORTGAGE,62900,14.67,1,69.59,25,credit_card,54,0
10344, 36 months,13.0,F,8 years,RENT,77775,32.11,1,33.39,18,debt_consolidation,41,0
19688, 36 months,17.8,B,1 year,OWN,75946,19.03,1,34.6,24,credit_card,74,1
31142, 36 months,19.76,E,8 years,RENT,89729,12.17,0,5.83,30,debt_consolidation,25,1
30455, 36 months,22.59,A,5 years,RENT,52702,16.24,0,91.05,30,other,67,0
7378, 36 months,22.52,D,10+ years,MORTGAGE,42854,14.1,0,52.16,19,debt_consolidation,43,0
24096, 36 months,19.43,B,6 years,OWN,69689,4.61,0,6.9,37,debt_consolidation,48,1
3883, 36 months,24.14,D,8 years,MORTGAGE,63350,32.32,2,75.17,17,credit_card,72,0
23950, 60 months,8.57,B,3 years,OWN,72589,29.39,2,78.0,33,debt_consolidation,71,0
12625, 36 months,24.01,A,3 years,RENT,43649,13.41,0,46.11,20,credit_card,64,1
16294, 36 months,6.28,A,8 years,MORTGAGE,84267,21.3,0,97.91,42,debt_consolidation,49,1
25399, 36 months,16.11,A,< 1 year,RENT,29649,33.46,1,22.6,32,debt_consolidation,53,1
15446, 36 months,6.8,B,6 years,OTHER,51788,26.13,0,84.42,33,debt_consolidation,69,0
28452, 36 months,16.36,E,10+ years,MORTGAGE,98871,12.23,0,84.64,28,debt_consolidation,61,0
19141, 36 months,12.8,D,10+ years,MORTGAGE,31061,14.21,0,52.12,10,debt_consolidation,37,0
34957, 36 months,6.63,E,7 years,MORTGAGE,96507,0.0,0,54.01,41,debt_consolidation,48,1
22700, 36 months,17.96,E,5 years,OWN,22727,21.97,0,11.23,32,credit_card,65,1
11076, 36 months,19.62,B,8 years,OWN,17443,26.19,0,13.32,3,debt_consolidation,64,0
27359, 36 months,8.48,C,< 1 year,MORTGAGE,20184,26.25,0,42.28,15,debt_consolidation,37,0
14870, 36 months,18.89,C,8 years,RENT,68504,21.31,0,91.81,9,home_improvement,66,0
19161, 36 months,8.58,A,2 years,MORTGAGE,86888,18.17,0,21.45,8,debt_consolidation,51,0
5651, 36 months,7.75,C,8 years,RENT,103778,6.02,0,47.5,23,home_improvement,39,1
5057, 36 months,7.95,D,3 years,MORTGAGE,101386,17.88,0,6.42,36,debt_consolidation,47,0
20545, 36 months,16.98,C,8 years,OWN,90881,9.32,0,29.92,31,home_improvement,45,1
7347, 60 months,20.58,D,6 years,MORTGAGE,40046,19.73,1,37.2,42,credit_card,25,1
34917, 36 months,16.94,A,10+ years,OWN,39785,8.13,0,96.29,6,debt_consolidation,33,1
30092, 36 months,21.19,D,8 years,OWN,88634,19.67,0,19.3,29,debt_consolidation,28,1
24829, 36 months,16.83,A,10+ years,MORTGAGE,107639,26.91,0,10.07,15,debt_consolidation,57,0
25979, 36 months,20.95,E,1 year,RENT,34066,18.39,0,5.38,3,debt_consolidation,43,0
21237, 36 months,24.53,A,4 years,RENT,103820,17.96,1,52.2,44,debt_consolidation,28,1
3049, 36 months,12.82,C,4 years,RENT,8000,23.22,0,51.95,8,credit_card,53,0
14340, 36 months,8.0,C,< 1 year,OWN,76698,30.93,0,19.58,16,credit_card,46,1
17857, 36 months,7.71,B,< 1 year,OWN,61886,14.03,0,24.75,24,debt_consolidation,57,0
32120, 36 months,16.95,B,< 1 year,OWN,58874,19.69,0,31.89,18,credit_card,73,1
8462, 36 months,15.94,A,8 years,RENT,65938,28.6,1,0.94,9,debt_consolidation,74,0
17895, 36 months,8.68,C,4 years,RENT,39388,21.02,0,81.71,13,debt_consolidation,46,1
12698, 60 months,22.64,F,8 years,MORTGAGE,78382,0.0,0,77.28,31,debt_consolidation,22,0
5568, 36 months,24.13,B,9 years,OWN,66820,8.56,0,32.03,3,debt_consolidation,24,1
4502, 36 months,10.06,C,< 1 year,RENT,93059,21.76,0,57.43,5,debt_consolidation,28,0
13422, 36 months,9.14,E,9 years,RENT,112712,11.4,0,32.82,14,debt_consolidation,21,0
3802, 36 months,9.28,C,2 years,RENT,68808,27.96,0,2.68,43,debt_consolidation,55,0
3283, 36 months,12.75,E,4 years,MORTGAGE,40438,31.72,0,58.98,9,major_purchase,72,0
12929, 36 months,22.06,B,10+ years,MORTGAGE,30863,9.69,0,72.16,30,credit_card,61,1
7867, 36 months,16.92,B,3 years,OWN,115948,5.71,1,33.38,19,small_business,59,1
19863, 60 months,6.35,A,10+ years,OWN,112111,11.75,0,24.14,24,debt_consolidation,38,0
1600, 36 months,14.46,A,5 years,MORTGAGE,91621,11.23,0,26.42,12,home_improvement,59,0
11261, 36 months,6.81,C,< 1 year,RENT,66796,28.82,0,34.91,41,debt_consolidation,48,1
16411, 36 months,13.12,E,9 years,RENT,89455,5.68,0,46.76,19,debt_consolidation,40,1
33746, 36 months,13.07,A,< 1 year,RENT,104134,21.68,0,75.49,4,debt_consolidation,23,1
22574, 36 months,17.97,F,7 years,OTHER,46461,27.49,0,19.9,14,debt_consolidation,48,1
30944, 36 months,15.99,B,5 years,OWN,65894,22.37,0,70.63,16,debt_consolidation,43,1
12671, 36 months,22.5,B,1 year,OWN,31813,18.93,0,96.45,41,credit_card,51,1
16290, 36 months,5.33,E,5 years,MORTGAGE,61128,13.54,0,18.03,4,credit_card,46,0
15292, 36 months,20.48,E,3 years,RENT,111328,31.64,0,50.76,15,debt_consolidation,62,1
31171, 60 months,5.45,C,1 year,RENT,97356,12.79,1,36.13,10,credit_card,69,0
33613, 36 months,11.09,B,6 years,OWN,69050,23.53,2,60.05,10,debt_consolidation,48,1
33719, 36 months,22.59,A,< 1 year,OTHER,8000,13.57,0,88.08,44,debt_consolidation,39,1
26566, 60 months,18.81,B,5 years,RENT,45326,0.0,1,88.63,35,debt_consolidation,37,0
18105, 36 months,8.44,E,2 years,OWN,68072,12.57,0,44.31,42,debt_consolidation,68,0
19389, 36 months,14.82,B,9 years,MORTGAGE,58523,13.59,0,75.74,37,debt_consolidation,49,0
34337, 36 months,19.44,D,10+ years,MORTGAGE,65983,13.71,0,51.13,39,debt_consolidation,73,0
10674, 60 months,23.75,A,10+ years,OWN,72278,9.06,1,77.2,26,debt_consolidation,57,0
12788, 36 months,17.69,C,10+ years,RENT,48990,20.63,0,88.44,24,home_improvement,52,0
31497, 36 months,5.49,B,1 year,RENT,64774,21.63,0,71.18,17,home_improvement,24,1
14134, 60 months,14.99,C,5 years,RENT,60517,12.25,0,6.08,5,other,60,1
8993, 36 months,8.06,C,2 years,RENT,43904,12.17,2,24.53,38,debt_consolidation,46,1
20055, 60 months,5.96,G,1 year,MORTGAGE,120390,5.54,0,78.58,18,debt_consolidation,26,1
12061, 60 months,16.97,E,4 years,MORTGAGE,50706,17.29,0,1.96,31,debt_consolidation,39,1
31289, 60 months,20.54,D,4 years,MORTGAGE,8000,27.4,0,51.79,43,credit_card,45,0
31908, 36 months,5.72,A,3 years,RENT,118498,27.41,0,61.04,19,debt_consolidation,69,1
11404, 36 months,20.67,F,1 year,RENT,39612,9.61,0,82.0,8,credit_card,55,1
19004, 36 months,19.13,E,4 years,MORTGAGE,91997,32.92,0,80.66,19,small_business,41,1
34455, 36 months,20.04,E,1 year,RENT,44573,11.74,0,7.32,43,debt_consolidation,73,1
26238, 36 months,9.89,C,< 1 year,RENT,82078,5.86,0,67.97,3,small_business,54,1
8331, 60 months,12.87,A,4 years,RENT,63556,2.74,0,79.03,13,debt_consolidation,73,0
21085, 36 months,7.4,D,< 1 year,RENT,95010,5.31,0,10.54,5,debt_consolidation,45,1
22076, 36 months,9.78,B,10+ years,RENT,58589,18.0,0,48.54,35,debt_consolidation,66,0
23216, 36 months,11.06,B,9 years,RENT,45340,12.68,1,64.94,8,debt_consolidation,64,1
1850, 36 months,11.39,B,10+ years,MORTGAGE,72711,9.31,1,34.24,14,debt_consolidation,59,1
11179, 36 months,8.5,C,1 year,RENT,53525,7.37,0,37.05,13,debt_consolidation,71,0
30056, 36 months,8.77,B,5 years,OWN,8000,5.22,0,10.29,4,debt_consolidation,50,0
9206, 60 months,23.03,D,9 years,OWN,46955,6.99,0,77.44,41,debt_consolidation,25,0
11189, 36 months,20.68,D,6 years,OWN,151063,24.14,0,23.71,19,credit_card,41,0
11964, 36 months,11.89,C,3 years,OWN,10359,31.23,0,43.49,37,debt_consolidation,22,0
7031, 36 months,23.95,A,9 years,RENT,72231,31.79,0,51.64,24,debt_consolidation,35,1
6285, 36 months,9.78,F,3 years,RENT,57713,21.18,1,8.72,4,other,59,1
12798, 60 months,13.14,B,10+ years,OWN,120093,10.57,1,43.11,10,home_improvement,27,0
30726, 60 months,21.27,B,1 year,OTHER,31669,8.99,1,15.24,3,other,55,0
1052, 36 months,13.86,C,7 years,RENT,68039,21.81,1,23.25,13,debt_consolidation,55,1
10630, 60 months,9.69,B,< 1 year,OWN,85586,12.78,0,35.63,27,debt_consolidation,50,0
3061, 36 months,12.37,D,10+ years,OTHER,59621,18.71,0,48.97,8,credit_card,58,0
20090, 36 months,15.01,A,3 years,MORTGAGE,41973,32.37,0,43.42,18,major_purchase,44,1
9520, 60 months,17.41,E,< 1 year,MORTGAGE,64334,16.95,0,7.16,4,debt_consolidation,56,1
27927, 36 months,13.11,A,9 years,OWN,55715,35.5,0,35.04,36,other,61,0
20890, 36 months,13.63,G,10+ years,MORTGAGE,55631,4.86,1,3.92,17,debt_consolidation,52,1
27650, 36 months,10.28,C,10+ years,OWN,92921,19.03,0,25.08,43,credit_card,58,0
22586, 36 months,15.71,A,5 years,OWN,77088,17.82,0,8.51,16,debt_consolidation,62,1
15905, 36 months,9.39,C,< 1 year,MORTGAGE,81553,6.14,0,16.74,23,debt_consolidation,43,0
30272, 36 months,22.35,B,2 years,RENT,74909,22.21,0,50.25,23,debt_consolidation,70,1
17192, 36 months,19.95,F,< 1 year,OTHER,93796,28.78,0,92.73,10,debt_consolidation,38,1
33297, 36 months,13.21,D,< 1 year,OTHER,104128,34.82,0,19.48,34,credit_card,24,0
34819, 60 months,19.94,C,1 year,OWN,56399,18.7,0,73.08,40,debt_consolidation,72,0
21026, 36 months,5.14,B,6 years,RENT,89584,0.0,0,4.37,39,debt_consolidation,66,0
23936, 60 months,11.89,G,8 years,MORTGAGE,26114,19.29,0,33.58,20,credit_card,42,0
9692, 36 months,13.81,D,6 years,RENT,8000,21.68,0,40.14,35,debt_consolidation,32,1
28697, 36 months,14.4,C,2 years,OWN,119792,12.88,0,10.84,20,debt_consolidation,32,0
23834, 36 months,19.97,B,6 years,RENT,54999,16.94,0,63.68,9,debt_consolidation,51,1
31686, 60 months,24.26,B,2 years,MORTGAGE,72574,10.65,0,14.57,32,debt_consolidation,72,1
10078, 36 months,12.6,D,5 years,OTHER,28244,13.8,1,80.07,20,debt_consolidation,38,0
27778, 60 months,12.01,C,9 years,RENT,26860,24.16,0,59.15,18,major_purchase,59,0
16989, 36 months,17.21,E,1 year,MORTGAGE,43612,27.5,0,74.13,6,small_business,40,0
7296, 36 months,10.63,C,9 years,MORTGAGE,84287,3.56,1,16.42,12,debt_consolidation,51,1
6820, 36 months,7.83,C,2 years,RENT,49504,10.4,1,31.71,20,debt_consolidation,55,0
20113, 36 months,24.23,C,7 years,RENT,54926,0.7,2,70.55,34,credit_card,62,1
11861, 36 months,21.19,D,2 years,RENT,42665,31.54,0,45.33,19,debt_consolidation,60,0
4464, 36 months,24.17,B,1 year,MORTGAGE,99974,22.84,1,63.23,10,debt_consolidation,32,1
15522, 36 months,9.36,E,4 years,OWN,91056,0.0,1,41.35,19,other,27,0
23199, 36 months,5.36,B,4 years,RENT,50476,14.42,0,67.22,4,home_improvement,51,0
11844, 36 months,13.75,D,5 years,RENT,85523,12.45,0,64.15,22,major_purchase,42,0
33481, 36 months,23.67,E,2 years,OWN,57643,8.2,0,29.95,23,debt_consolidation,35,1
27504, 36 months,7.77,D,10+ years,RENT,54874,24.33,0,88.17,32,debt_consolidation,31,1
18432, 36 months,7.34,B,7 years,OWN,63509,24.12,0,73.24,4,credit_card,67,1
32778, 36 months,6.38,D,9 years,RENT,84297,17.43,0,6.82,29,debt_consolidation,25,0
15721, 36 months,20.3,A,8 years,MORTGAGE,38234,9.23,2,3.77,36,credit_card,28,0
5748, 36 months,20.72,A,7 years,MORTGAGE,80072,9.3,1,71.61,36,debt_consolidation,39,1
2218, 60 months,18.91,E,1 year,MORTGAGE,139935,15.4,0,63.2,44,major_purchase,32,1
